id,address,battery,ict,lamp,latitude,longitude,postalCode
552,"2 JURONG EAST STREET 21, IMM, #01-53",1,1,0,1.334611,103.7467494,609601
553,"23 SERANGOON CENTRAL, NEX, #B1-56",1,1,0,1.3507085,103.8725819,556083
554,"1 RAFFLES PLACE, ONE RAFFLES PLACE, #02-25",1,1,0,1.2846053,103.8511104,48616
555,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-24",1,1,0,1.301736,103.904624,449269
556,"178B - 180A ORCHARD ROAD, PERANAKAN PLACE COMPLEX",1,1,0,1.301386,103.839265,238845
557,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-01",1,1,0,1.352475,103.944728,529510
558,"1 BUKIT BATOK CENTRAL LINK, WEST MALL, #01-16",1,1,0,1.350218,103.749397,658713
559,"101 THOMSON ROAD, UNITED SQUARE, #B1-56/56A",1,1,0,1.31725795,103.8436009,307591
560,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B2-02/35/36",1,1,0,1.32481115,103.9292544,467360
561,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-01",1,1,0,1.37956,103.7643061,677743
562,"1 JALAN ANAK BUKIT, BUKIT TIMAH PLAZA, #01-16",1,1,0,1.3386426,103.7784798,588996
563,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-29/30",1,1,0,1.436455,103.78609,738099
564,"3155 COMMONWEALTH AVENUE WEST, CLEMENTI MALL, #05-01 TO 05",1,1,0,1.3154877,103.764576,129588
565,"1 SENG KANG SQUARE, COMPASS ONE, #03-11",1,1,0,1.3920337,103.8949527,545078
566,"3 SIMEI STREET 6, EASTPOINT MALL, #03-23",1,1,0,1.3424679,103.9528535,528833
567,"530 TOA PAYOH LOR 6, HDB HUB, #02-01",1,1,0,1.332356,103.847577,310530
568,"205 HOUGANG STREET 21, HEARTLAND MALL - KOVAN, #03-00",1,1,0,1.359397,103.885286,530205
569,"90 HOUGANG AVENUE, HOUGANG MALL, #03-15",1,1,0,1.3725735,103.8937879,538766
570,"9 BISHAN PLACE, JUNCTION 8, #04-02A",1,1,0,1.350633,103.849014,579837
571,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-41",1,1,0,1.33949635,103.705254,648886
572,"21 CHOA CHU KANG AVENUE 4, LOT ONE, #03-13",1,1,0,1.38505675,103.7450277,689812
573,"86 MARINE PARADE CENTRAL, #02-101/102",1,1,0,1.30428,103.906769,440086
574,"23 SERANGOON CENTRAL, NEX MALL, #04-59/60",1,1,0,1.350573,103.872173,556083
575,"930 YISHUN AVENUE 2, NORTHPOINT CITY, #03-12",1,1,0,1.4282062,103.836264,769098
576,"681 PUNGGOL DRIVE, OASIS TERRACES, #03-15/16",1,1,0,1.4027176,103.9132501,820681
577,"80 MARINE PARADE ROAD, PARKWAY PARADE, #B-70/71",1,1,0,1.301736,103.904624,449269
578,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER, #03-01/02/03",1,1,0,1.317775,103.8929956,409057
579,"33 SENGKANG WEST AVENUE, SELETAR MALL, #03-06 TO 09",1,1,0,1.391431,103.87608,797653
580,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-17",1,1,0,1.352475,103.944728,529510
581,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-115",1,1,0,1.2862467,103.8279566,168732
582,"101 THOMSON ROAD, UNITED SQUARE, #02-22/25",1,1,0,1.31725795,103.8436009,307591
583,"1 HARBOURFRONT WALK, VIVOCITY, #B1-16/17",1,1,0,1.264934,103.820356,98585
584,"1 BUKIT BATOK CENTRAL LINK, WEST MALL, #04-02",1,1,0,1.350218,103.749397,658713
585,"3 GATEWAY DRIVE, WESTGATE, #04-26/27",1,1,0,1.334194,103.7428671,608532
586,"1 PASIR RIS CENTRAL STREET 3, WHITE SANDS, #04-12/13",1,1,0,1.3723844,103.9497206,518457
587,"313 ORCHARD ROAD, 313 SOMERSET, #02-28",1,1,0,1.3008267,103.8385644,238895
588,"23 SERANGOON CENTRAL, NEX, #03-21",1,1,0,1.3507085,103.8725819,556083
589,"435 ORCHARD ROAD, WISMA ATRIA, #03-01",1,1,0,1.30369665,103.8332876,238877
590,"68 ORCHARD ROAD, STARHUB @ PLAZA SINGAPURA, #01-36, IN-STORE",1,1,0,1.300005,103.844626,238839
591,"4 TAMPINES CENTRAL 5, STARHUB @ TAMPINES, #02-27, IN-STORE",1,1,0,1.352943,103.942794,529510
592,"107 NORTH BRIDGE ROAD, FUNAN, #03-01",1,1,1,1.291313,103.8499471,179105
593,"21 CHOA CHU KANG AVE 4, LOT ONE, #03-01",1,1,1,1.38505675,103.7450277,689812
594,"205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING",1,1,1,1.3445606,103.7740314,588181
595,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-16/16A",1,1,1,1.352475,103.944728,529510
